id,title,keyword,X,Y,road_address,place_url,
26563924,동네골목길관광코스 북촌코스,관광명소,126.9842724,37.58185908,서울 종로구 가회동,http://place.map.kakao.com/26563924,
26563934,서울도보관광코스 북촌한옥마을,관광명소,126.9853004,37.58180516,서울 종로구 가회동,http://place.map.kakao.com/26563934,
1181917294,기당 현상윤선생집 터,관광명소,126.9855986,37.58545782,서울 종로구 가회동 1-35,http://place.map.kakao.com/1181917294,
756100910,대종교중광터,관광명소,126.9853953,37.582926,서울 종로구 가회동 10-3,http://place.map.kakao.com/756100910,
171169970,북촌한옥청,관광명소,126.9856489,37.58278188,서울 종로구 가회동 11-32,http://place.map.kakao.com/171169970,
12771984,김형태가옥,관광명소,126.9847386,37.58300881,서울 종로구 가회동 16-8,http://place.map.kakao.com/12771984,
852965854,손병희선생집터,관광명소,126.9848105,37.58024728,서울 종로구 가회동 170-4,http://place.map.kakao.com/852965854,
7950092,3.1독립운동기념터 손병희선생댁,관광명소,126.984558,37.58041393,서울 종로구 가회동 170-5,http://place.map.kakao.com/7950092,
8125339,가회동한씨가옥,관광명소,126.98569,37.58081051,서울 종로구 가회동 178,http://place.map.kakao.com/8125339,
781129546,북촌한옥마을,관광명소,126.9848125,37.58176815,서울 종로구 가회동 30-2,http://place.map.kakao.com/781129546,
8128616,이준구가옥,관광명소,126.9837331,37.5836646,서울 종로구 가회동 31-1,http://place.map.kakao.com/8128616,
27562153,심심헌,관광명소,126.9834571,37.58280682,서울 종로구 가회동 31-29,http://place.map.kakao.com/27562153,
7887672,가회동백인제가옥,관광명소,126.984173,37.58081752,서울 종로구 가회동 93-1,http://place.map.kakao.com/7887672,
26563921,동네골목길관광코스 종교문화유적길,관광명소,126.9828024,37.57400221,서울 종로구 견지동,http://place.map.kakao.com/26563921,
892517226,조선중앙일보터,관광명소,126.9832896,37.57235076,서울 종로구 견지동 111,http://place.map.kakao.com/892517226,
1148851345,한성도서주식회사터,관광명소,126.9826857,37.57479417,서울 종로구 견지동 32-3,http://place.map.kakao.com/1148851345,
11067766,민영환의집터,관광명소,126.98273,37.57411032,서울 종로구 견지동 38-2,http://place.map.kakao.com/11067766,
211707841,우정총국 회화나무,관광명소,126.9826179,37.57429681,서울 종로구 견지동 39-17,http://place.map.kakao.com/211707841,
1198228236,우정총국,관광명소,126.9826224,37.57440673,서울 종로구 견지동 39-7,http://place.map.kakao.com/1198228236,
750414520,전의감터,관광명소,126.9827208,37.57438962,서울 종로구 견지동 39-7,http://place.map.kakao.com/750414520,
17572472,조계사 일주문,관광명소,126.9826213,37.57386884,서울 종로구 견지동 46-1,http://place.map.kakao.com/17572472,
12721136,조계사 백송,관광명소,126.9821708,37.5738976,서울 종로구 견지동 46-1,http://place.map.kakao.com/12721136,
473652542,불교계 법난 현장,관광명소,126.9827062,37.57389317,서울 종로구 견지동 46-1,http://place.map.kakao.com/473652542,
19339320,조계사 8각10층부처님진신사리탑,관광명소,126.9818404,37.57347228,서울 종로구 견지동 46-1,http://place.map.kakao.com/19339320,
1138381079,사동궁터,관광명소,126.9838462,37.57373566,서울 종로구 견지동 85-18,http://place.map.kakao.com/1138381079,
1159842610,서북학회터,관광명소,126.987163,37.57398835,서울 종로구 경운동 49,http://place.map.kakao.com/1159842610,
7888449,경운동 민병옥 가옥,관광명소,126.9859855,37.57468198,서울 종로구 경운동 66-7,http://place.map.kakao.com/7888449,
919546941,이종일 집터,관광명소,126.9865402,37.57508209,서울 종로구 경운동 88,http://place.map.kakao.com/919546941,
836933686,어린이 권리선언 터,관광명소,126.9864869,37.57525237,서울 종로구 경운동 88,http://place.map.kakao.com/836933686,
548579093,개벽사 터,관광명소,126.9861665,37.57528567,서울 종로구 경운동 88,http://place.map.kakao.com/548579093,
1152547806,독립선언문배부터,관광명소,126.9864722,37.57523885,서울 종로구 경운동 88,http://place.map.kakao.com/1152547806,
913934484,세계어린이운동발상지 기념비,관광명소,126.9865718,37.57510822,서울 종로구 경운동 88-3,http://place.map.kakao.com/913934484,
1151661188,조선건국동맹터,관광명소,126.9863419,37.57575691,서울 종로구 경운동 89-2,http://place.map.kakao.com/1151661188,
568711784,구 통계국청사,관광명소,126.9858495,37.57596138,서울 종로구 경운동 90-3,http://place.map.kakao.com/568711784,
788017682,의학교 터,관광명소,126.9846982,37.57598826,서울 종로구 경운동 90-4,http://place.map.kakao.com/788017682,
13101403,석정보름우물,관광명소,126.986908,37.58219818,서울 종로구 계동,http://place.map.kakao.com/13101403,
1238694879,3.1운동 책원비,관광명소,126.987399,37.58368307,서울 종로구 계동 1,http://place.map.kakao.com/1238694879,
1182110869,노백린장군집 터,관광명소,126.987467,37.58378219,서울 종로구 계동 1,http://place.map.kakao.com/1182110869,
10840254,6.10만세기념비,관광명소,126.9868397,37.58400737,서울 종로구 계동 1,http://place.map.kakao.com/10840254,
8051705,김성수선생옛집,관광명소,126.9872161,37.58085033,서울 종로구 계동 132-1,http://place.map.kakao.com/8051705,
27427343,인촌고택,관광명소,126.9872116,37.58085753,서울 종로구 계동 132-1,http://place.map.kakao.com/27427343,
25038303,여운형집터,관광명소,126.987779,37.57942411,서울 종로구 계동 140-10,http://place.map.kakao.com/25038303,
751602368,제생원터,관광명소,126.986945,37.57737967,서울 종로구 계동 140-2,http://place.map.kakao.com/751602368,
8184355,관상감관천대,관광명소,126.9880091,37.57777622,서울 종로구 계동 140-2,http://place.map.kakao.com/8184355,
560659014,옛휘문고교터,관광명소,126.9873999,37.57840595,서울 종로구 계동 140-2,http://place.map.kakao.com/560659014,
904300064,홍증식집터,관광명소,126.9876058,37.57927002,서울 종로구 계동 140-49,http://place.map.kakao.com/904300064,
904794567,심우섭집터,관광명소,126.9874836,37.57926911,서울 종로구 계동 140-50,http://place.map.kakao.com/904794567,
766448394,승문원터,관광명소,126.986862,37.57926093,서울 종로구 계동 140-55,http://place.map.kakao.com/766448394,
898549859,한학수집터,관광명소,126.9866473,37.57754542,서울 종로구 계동 146-1,http://place.map.kakao.com/898549859,
25048901,경우궁터,관광명소,126.9866054,37.57732557,서울 종로구 계동 146-2,http://place.map.kakao.com/25048901,
26918954,계동궁터,관광명소,126.9872258,37.57738691,서울 종로구 계동 147-2,http://place.map.kakao.com/26918954,
1231421400,서울명예도로 고하길,관광명소,126.9873607,37.5830812,서울 종로구 계동 2-21,http://place.map.kakao.com/1231421400,
266058885,유심사터,관광명소,126.9870258,37.58150262,서울 종로구 계동 43,http://place.map.kakao.com/266058885,
7889869,계동배렴가옥,관광명소,126.98665,37.58128634,서울 종로구 계동 72,http://place.map.kakao.com/7889869,
