address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 중구 만리동2가 218-2,,,"교육,학문 > 학교부속시설",,10976297,02-390-7205,환일고등학교 행정실,http://place.map.kakao.com/10976297,서울 중구 환일길 47,126.9618456122105,37.55372578011894
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매 > 에이스침대",,27150129,02-313-1539,에이스침대 아현중앙점,http://place.map.kakao.com/27150129,서울 중구 손기정로1길 30,126.961705050986,37.5585974280096
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매",,10731225,02-3147-1187,장수돌침대 아현점,http://place.map.kakao.com/10731225,서울 중구 손기정로1길 34,126.96186343419718,37.55872722285658
서울 중구 중림동 401-3,,,"가정,생활 > 가구판매",,10588777,,노송가구 아현점,http://place.map.kakao.com/10588777,서울 중구 손기정로1길 36,126.961976585021,37.5587813191756
서울 중구 중림동 401-1,,,부동산 > 빌딩,,27017631,,대원빌딩,http://place.map.kakao.com/27017631,서울 중구 손기정로1길 30,126.961705084186,37.558532556228
서울 중구 중림동 401-1,,,"의료,건강 > 상담 > 심리상담소",,18936981,070-7542-7724,서울 부부심리상담클리닉,http://place.map.kakao.com/18936981,서울 중구 손기정로1길 30,126.96170506943017,37.558561388131025
서울 중구 중림동 401-1,,,"서비스,산업 > 마케팅 > 간판",,10448460,02-514-6606,에스피애드,http://place.map.kakao.com/10448460,서울 중구 손기정로1길 30,126.96170506943017,37.558561388131025
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매",,885338024,02-313-1539,킹코일침대 아현점,http://place.map.kakao.com/885338024,서울 중구 손기정로1길 30,126.961700544153,37.5585577826747
서울 중구 중림동 401-3,,,"가정,생활 > 가구판매",,1677490666,02-3147-2267,엔틱베로나가구,http://place.map.kakao.com/1677490666,서울 중구 손기정로1길 36,126.961963003158,37.558782215798
서울 중구 중림동 401-1,,,"서비스,산업 > 건설,건축 > 인테리어",,19056555,,프랜드쉽,http://place.map.kakao.com/19056555,서울 중구 손기정로1길 30,126.961700510949,37.558622654456
서울 중구 중림동 401-2,,,"가정,생활 > 가구판매",,854854018,02-362-8455,더하우스,http://place.map.kakao.com/854854018,서울 중구 손기정로1길 34,126.961858919925,37.5587019934798
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매",,998567677,,본톤&리빙퍼니처,http://place.map.kakao.com/998567677,서울 중구 손기정로1길 30,126.961692586635,37.5586262558737
서울 중구 중림동 401-1,,,"의료,건강 > 상담 > 심리상담소",,1681555650,010-7662-2479,케이아이씨피,http://place.map.kakao.com/1681555650,서울 중구 손기정로1길 30,126.961706191066,37.5585812104313
서울 중구 중림동 401-1,,,"사회,공공기관 > 단체,협회",,2044551970,070-7542-7421,중독회복방송,http://place.map.kakao.com/2044551970,서울 중구 손기정로1길 30,126.96170506943,37.558561388131
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매",,1912062525,,퍼니처팜,http://place.map.kakao.com/1912062525,서울 중구 손기정로1길 30,126.961677910391,37.5585541713421
서울 중구 중림동 401-2,,,"가정,생활 > 가구판매",,102941716,02-362-8455,나르샤디자인가구,http://place.map.kakao.com/102941716,서울 중구 손기정로1길 34,126.96185890706542,37.55872722139422
서울 중구 만리동2가 273,,,"가정,생활 > 드럭스토어 > 올리브영",,2125887457,02-312-0720,올리브영 만리동점,http://place.map.kakao.com/2125887457,서울 중구 만리재로 175,126.9624735218075,37.551843796524004
서울 중구 만리동2가 273,CS2,편의점,"가정,생활 > 편의점 > CU",,1930756361,02-364-6663,CU 센트럴자이점,http://place.map.kakao.com/1930756361,서울 중구 만리재로 175,126.96246108373376,37.55182306961294
서울 중구 만리동2가 273,HP8,병원,"의료,건강 > 병원 > 정형외과",,1388984750,02-6954-6775,서울에이스마취통증의학과의원,http://place.map.kakao.com/1388984750,서울 중구 만리재로 175,126.96251085953762,37.551859125353076
서울 중구 만리동2가 273,HP8,병원,"의료,건강 > 병원 > 치과",,1697053161,02-363-1255,서울닥터박치과의원,http://place.map.kakao.com/1697053161,서울 중구 만리재로 175,126.9624916232508,37.55185461425328
서울 중구 만리동2가 273,CE7,카페,음식점 > 카페 > 커피전문점 > 메가MGC커피,,1853524775,02-3147-2444,메가MGC커피 서울만리점,http://place.map.kakao.com/1853524775,서울 중구 만리재로 175,126.96285247770888,37.55215926569699
서울 중구 만리동2가 273,FD6,음식점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,,960690898,02-364-3331,배스킨라빈스 만리센트럴점,http://place.map.kakao.com/960690898,서울 중구 만리재로 175,126.96250743606586,37.551915887148894
서울 중구 만리동2가 226-1,FD6,음식점,음식점 > 한식 > 죽 > 본죽,,2132333184,02-363-6288,본죽 만리점,http://place.map.kakao.com/2132333184,서울 중구 만리재로 175,126.96301651262135,37.55227914993556
서울 중구 만리동2가 273,FD6,음식점,"음식점 > 양식 > 스테이크,립",,148925726,02-313-6692,스탠딩스테이크 공덕점,http://place.map.kakao.com/148925726,서울 중구 만리재로 175,126.96294864316329,37.55221515779402
서울 중구 만리동2가 273,,,"가정,생활 > 식품판매 > 정육점",,80689063,02-393-1303,하나로축산 만리재점,http://place.map.kakao.com/80689063,서울 중구 만리재로 175,126.96290339230772,37.55218180665653
서울 중구 만리동2가 273,CE7,카페,음식점 > 카페 > 커피전문점 > 이디야커피,,1039040428,02-363-6848,이디야커피 만리동고개점,http://place.map.kakao.com/1039040428,서울 중구 만리재로 175,126.96276763639736,37.55208896112274
서울 중구 만리동2가 231-3,FD6,음식점,음식점 > 치킨,,221446583,02-313-3770,다코기 만리점,http://place.map.kakao.com/221446583,서울 중구 만리재로 175,126.962776716744,37.5520349040988
서울 중구 만리동2가 226-1,,,"가정,생활 > 반려동물 > 반려동물미용",,16732092,02-313-4445,김쌤애견,http://place.map.kakao.com/16732092,서울 중구 만리재로 175,126.96294865208401,37.55219713783498
서울 중구 만리동2가 273,,,부동산 > 주거시설 > 아파트 > 아파트 동,,26769735,,서울역센트럴자이아파트 114동,http://place.map.kakao.com/26769735,서울 중구 만리재로 175,126.96269289145476,37.55219705729591
서울 중구 만리동2가 273,,,"가정,생활 > 미용 > 미용실",,942263849,02-363-0919,토끼네미용실,http://place.map.kakao.com/942263849,서울 중구 만리재로 175,126.96288076890592,37.55216107659041
서울 중구 만리동2가 226-1,FD6,음식점,음식점 > 분식,,80670124,02-364-3311,신림동정통계란말이김밥 만리점,http://place.map.kakao.com/80670124,서울 중구 만리재로 175,126.96301198944177,37.55227194053407
서울 중구 만리동2가 273,PM9,약국,"의료,건강 > 약국",,1919810711,02-393-9117,목화약국,http://place.map.kakao.com/1919810711,서울 중구 만리재로 175,126.96254706425113,37.55187715680535
서울 중구 만리동2가 273,,,"가정,생활 > 미용 > 미용실",,145814548,010-2644-9829,에이룸헤어,http://place.map.kakao.com/145814548,서울 중구 만리재로 175,126.96268619343404,37.55201235057384
서울 중구 만리동2가 176-1,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,80767525,,천지부동산,http://place.map.kakao.com/80767525,서울 중구 만리재로 175,126.962635278116,37.5519916115161
서울 중구 만리동2가 273,AC5,학원,"교육,학문 > 학원 > 수학학원",,652806130,02-365-2726,mpa정수학학원,http://place.map.kakao.com/652806130,서울 중구 만리재로 175,126.962571964351,37.5518708577139
서울 중구 만리동2가 226-1,,,"가정,생활 > 미용 > 네일샵",,1323808119,02-313-0401,앙떼떼네일 만리점,http://place.map.kakao.com/1323808119,서울 중구 만리재로 175,126.96292940274213,37.55221875574733
서울 중구 만리동2가 226-1,CE7,카페,음식점 > 카페,,1338179256,02-313-3113,그린스미스,http://place.map.kakao.com/1338179256,서울 중구 만리재로 175,126.96297464917438,37.55226111685411
서울 중구 만리동2가 226-2,,,"사회,공공기관 > 행정기관 > 과학기술정보통신부 > 우체통",,76480877,,우체통,http://place.map.kakao.com/76480877,,126.962518845362,37.5517311861504
서울 중구 만리동2가 273,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,1047165649,02-363-1544,천지자이공인중개사사무소,http://place.map.kakao.com/1047165649,서울 중구 만리재로 175,126.962737119097,37.5520123666561
서울 중구 만리동2가 171,,,"서비스,산업 > 무역업,중개업",,687136430,02-390-6114,영원무역,http://place.map.kakao.com/687136430,서울 중구 만리재로 159,126.96403453724331,37.55330389914267
서울 중구 만리동2가 171,,,"가정,생활 > 패션 > 의류판매 > 스포츠의류",,18063578,02-392-9143,노스페이스 TNF 만리직영점,http://place.map.kakao.com/18063578,서울 중구 만리재로 159,126.96403994393233,37.55335490453307
서울 중구 만리동2가 218-26,,,"문화,예술 > 종교 > 기독교 > 교회",,17281380,02-312-2231,만리현교회,http://place.map.kakao.com/17281380,서울 중구 만리재로21길 9,126.963079614551,37.5528314814814
서울 중구 만리동2가 171,,,부동산 > 빌딩,,27220020,,영원무역빌딩,http://place.map.kakao.com/27220020,서울 중구 만리재로 159,126.964039055389,37.5533219204773
서울 중구 만리동2가 283,FD6,음식점,음식점 > 일식 > 일식집,,512316559,,소수헌,http://place.map.kakao.com/512316559,서울 중구 만리재로21길 8,126.963407745402,37.5529550203514
서울 중구 만리동2가 218-26,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",,741337902,02-2088-1318,늘푸른어린이집,http://place.map.kakao.com/741337902,서울 중구 만리재로21길 9,126.96305926674299,37.5527855242128
서울 중구 만리동2가 171,,,"스포츠,레저 > 스포츠용품 > 아웃도어용품",,15383882,02-392-9143,영원아웃도어 본점,http://place.map.kakao.com/15383882,서울 중구 만리재로 159,126.96406622314,37.5533075127816
서울 중구 만리동2가 176-180,,,"스포츠,레저 > 스포츠용품",,705948710,,영원프라자,http://place.map.kakao.com/705948710,서울 중구 만리재로 159,126.964077578206,37.5532282284187
서울 중구 만리동2가 218-2,SC4,학교,"교육,학문 > 학교 > 고등학교",,8171078,02-390-7113,환일고등학교,http://place.map.kakao.com/8171078,서울 중구 환일길 47,126.96206055758046,37.55388172200771
서울 중구 만리동2가 218-2,SC4,학교,"교육,학문 > 학교 > 중학교",,8166639,02-390-7211,환일중학교,http://place.map.kakao.com/8166639,서울 중구 환일길 47,126.962775949564,37.553577412433
서울 중구 만리동2가 176-40,,,"교육,학문 > 학습시설 > 도서관 > 작은도서관",,1309016827,02-362-9951,서울역센트럴자이아파트작은도서관,http://place.map.kakao.com/1309016827,서울 중구 만리재로 175,126.96419844466874,37.55369948703185
서울 중구 만리동2가 273,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",,8298031,02-312-8718,만리어린이집,http://place.map.kakao.com/8298031,서울 중구 만리재로 175,126.96410903636412,37.553706667871275
서울 중구 만리동2가 218-105,,,"부동산 > 주거시설 > 빌라,주택",,1059648102,,만리동예술인협동조합,http://place.map.kakao.com/1059648102,서울 중구 만리재로27길 69,126.962087560231,37.5541943769211
서울 중구 만리동2가 273,BK9,은행,"금융,보험 > 금융서비스 > 은행 > ATM",,1924694820,,하나은행365 서울역센트럴자이아파트,http://place.map.kakao.com/1924694820,서울 중구 만리재로 175,126.963551008256,37.5539047164562
