place_name,category_group_name,category_name,x,y,road_address_name,place_url
리버사이드,숙박,여행 > 숙박 > 게스트하우스,126.801272949042,37.5790295188898,서울 강서구 개화동로11길 19-8,http://place.map.kakao.com/746541887
롯데시티호텔 김포공항,숙박,여행 > 숙박 > 호텔 > 특급호텔,126.802626476664,37.5637581425,서울 강서구 하늘길 38,http://place.map.kakao.com/15201971
한성여관,숙박,"여행 > 숙박 > 여관,모텔",126.807877735181,37.5622134888912,서울 강서구 방화동로1길 5,http://place.map.kakao.com/20740646
로얄스퀘어호텔,숙박,여행 > 숙박 > 호텔,126.81028560010049,37.56069560125753,서울 강서구 공항대로 30,http://place.map.kakao.com/1715589119
서울모텔,숙박,"여행 > 숙박 > 여관,모텔",126.809325972668,37.5606372926656,서울 강서구 송정로 65-7,http://place.map.kakao.com/9113769
평화장모텔,숙박,"여행 > 숙박 > 여관,모텔",126.808901323375,37.5620529709418,서울 강서구 방화동로 10-1,http://place.map.kakao.com/9509743
코텔 김포공항점,숙박,"여행 > 숙박 > 여관,모텔",126.809979194521,37.5636909179796,서울 강서구 개화동로29길 57,http://place.map.kakao.com/1782732853
모텔프라자,숙박,"여행 > 숙박 > 여관,모텔",126.809979176213,37.5636981259109,서울 강서구 개화동로29길 57,http://place.map.kakao.com/16045203
대우장모텔,숙박,"여행 > 숙박 > 여관,모텔",126.809896964959,37.5728881363902,서울 강서구 양천로 54,http://place.map.kakao.com/20743070
국제청소년센터 유스호스텔,숙박,여행 > 숙박 > 유스호스텔,126.809554366724,37.5793999629798,서울 강서구 금낭화로 234,http://place.map.kakao.com/8199856
메이필드호텔 스위트,숙박,여행 > 숙박 > 호텔,126.817290183978,37.547333155118,서울 강서구 방화대로 94,http://place.map.kakao.com/19175084
메이필드호텔 서울,숙박,여행 > 숙박 > 호텔,126.81909670492055,37.54713771707638,서울 강서구 방화대로 94,http://place.map.kakao.com/7870546
퍼시픽호텔,숙박,여행 > 숙박 > 호텔,126.81959552531129,37.54863683930559,서울 강서구 남부순환로 188,http://place.map.kakao.com/1190426619
호텔디아망,숙박,여행 > 숙박 > 호텔,126.819437799813,37.5483455760161,서울 강서구 남부순환로 190,http://place.map.kakao.com/11806633
코트야드 바이메리어트 서울보타닉파크,숙박,여행 > 숙박 > 호텔 > 특급호텔 > 메리어트호텔,126.82939330221224,37.56694613090683,서울 강서구 마곡중앙12로 10,http://place.map.kakao.com/2108390728
천왕산가족캠핑장,숙박,"여행 > 숙박 > 야영,캠핑장",126.83139447182263,37.47899323006236,서울 구로구 연동로12길 149,http://place.map.kakao.com/1390694962
캠프관광호텔,숙박,여행 > 숙박 > 호텔,126.834581279779,37.5370440110294,서울 양천구 가로공원로 167,http://place.map.kakao.com/22045532
이브모텔,숙박,"여행 > 숙박 > 여관,모텔",126.833334390033,37.5380730011561,서울 양천구 가로공원로69길 24,http://place.map.kakao.com/16592818
엠펠리체호텔,숙박,여행 > 숙박 > 호텔,126.83527798962392,37.55979157417161,서울 강서구 마곡동로4길 15,http://place.map.kakao.com/992759065
리츠모텔,숙박,"여행 > 숙박 > 여관,모텔",126.837070255591,37.5558639150345,서울 강서구 강서로 337,http://place.map.kakao.com/1790738728
인터시티서울호텔,숙박,여행 > 숙박 > 호텔,126.83579413712916,37.559718321373424,서울 강서구 마곡중앙6로 76-3,http://place.map.kakao.com/27305736
더퍼스트스테이 호텔,숙박,여행 > 숙박 > 호텔,126.83618360287,37.559711744523,서울 강서구 마곡동로4길 23,http://place.map.kakao.com/1521154865
골든호텔,숙박,"여행 > 숙박 > 여관,모텔",126.83729287935006,37.56017909335012,서울 강서구 마곡중앙6로 89,http://place.map.kakao.com/1960436156
모텔노블레스,숙박,"여행 > 숙박 > 여관,모텔",126.83887832109,37.5297842872647,서울 강서구 월정로20길 5,http://place.map.kakao.com/23896504
SR 호텔 마곡,숙박,여행 > 숙박 > 호텔,126.839462780795,37.5611254064705,서울 강서구 강서로 400,http://place.map.kakao.com/26624442
본모텔,숙박,"여행 > 숙박 > 여관,모텔",126.841370090814,37.4942520869017,서울 구로구 경인로20나길 50,http://place.map.kakao.com/16045072
리베라모텔,숙박,"여행 > 숙박 > 여관,모텔",126.84124592156331,37.49414830440682,서울 구로구 경인로20나길 54,http://place.map.kakao.com/8965289
CL호텔,숙박,"여행 > 숙박 > 여관,모텔",126.84060089720867,37.52840629160393,서울 강서구 강서로5나길 136,http://place.map.kakao.com/16046050
