place_name,category_group_name,category_name,x,y,road_address_name,place_url
롯데시네마 김포공항,문화시설,"문화,예술 > 영화,영상 > 영화관 > 롯데시네마",126.803871637376,37.5637133658076,서울 강서구 하늘길 지하 77,http://place.map.kakao.com/21344827
국립항공박물관,문화시설,"문화,예술 > 문화시설 > 박물관",126.80886929349872,37.55686858966058,서울 강서구 하늘길 177,http://place.map.kakao.com/1873127229
초이아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.81537156133376,37.5681954379457,서울 강서구 양천로24길 113,http://place.map.kakao.com/1904266033
강서별빛우주과학관,문화시설,"문화,예술 > 문화시설 > 과학관",126.81469235812853,37.581006501296706,서울 강서구 금낭화로 178,http://place.map.kakao.com/2133821001
평화박물관,문화시설,"문화,예술 > 문화시설 > 박물관",126.82180978997916,37.496930824160344,서울 구로구 부일로9길 135,http://place.map.kakao.com/737780
푸른수목원,관광명소,"여행 > 관광,명소 > 수목원,식물원",126.82541340864,37.4839833354275,서울 구로구 연동로 240,http://place.map.kakao.com/20002003
재활용창작품상설전시관,문화시설,"문화,예술 > 문화시설 > 전시관",126.82822235479,37.537110616448,서울 양천구 화곡로4길 26,http://place.map.kakao.com/12728909
LG아트센터 서울,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.82927805089568,37.56536922310509,서울 강서구 마곡중앙로 136,http://place.map.kakao.com/992535148
LG디스커버리랩 서울,문화시설,"문화,예술 > 문화시설 > 과학관",126.829388989386,37.5653630765092,서울 강서구 마곡중앙로 136,http://place.map.kakao.com/643449402
스페이스K서울미술관,문화시설,"문화,예술 > 문화시설 > 미술관",126.83097417878128,37.56110995518217,서울 강서구 마곡중앙8로 32,http://place.map.kakao.com/1008871331
메가박스 마곡,문화시설,"문화,예술 > 영화,영상 > 영화관 > 메가박스",126.835238296528,37.5593139908802,서울 강서구 공항대로 247,http://place.map.kakao.com/207824581
서울식물원,관광명소,"여행 > 관광,명소 > 수목원,식물원",126.835037244018,37.5693958477101,서울 강서구 마곡동로 161,http://place.map.kakao.com/1164966384
서울식물원 식물문화센터,관광명소,"여행 > 관광,명소 > 수목원,식물원",126.835034928473,37.5694192703326,서울 강서구 마곡동로 161,http://place.map.kakao.com/1825513490
서울식물원 오늘의정원,관광명소,"여행 > 관광,명소 > 수목원,식물원",126.833334891498,37.5683392930297,서울 강서구 마곡동로 161,http://place.map.kakao.com/1603462815
서울식물원 어린이정원학교,관광명소,"여행 > 관광,명소 > 수목원,식물원",126.834380578754,37.5704806266327,서울 강서구 마곡동로 161,http://place.map.kakao.com/1235444926
강서문화원,문화시설,"문화,예술 > 문화시설 > 문화원",126.8376419131825,37.53754290729429,서울 강서구 가로공원로 195,http://place.map.kakao.com/8668826
메가박스 화곡,문화시설,"문화,예술 > 영화,영상 > 영화관 > 메가박스",126.8375663037943,37.54058097265443,서울 강서구 화곡로 142,http://place.map.kakao.com/26781195
겸재정선미술관,문화시설,"문화,예술 > 문화시설 > 미술관",126.838474523164,37.5722171090187,서울 강서구 양천로47길 36,http://place.map.kakao.com/8651724
호강아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.84031191684,37.5726628978187,서울 강서구 양천로47나길 48-1,http://place.map.kakao.com/1085559277
평강성서유물박물관,문화시설,"문화,예술 > 문화시설 > 박물관",126.84405487638372,37.49195809528819,서울 구로구 오류로8라길 44,http://place.map.kakao.com/8131859
오류아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.846035798837,37.4953574870152,서울 구로구 경인로20가길 38,http://place.map.kakao.com/110967947
구로문화원,문화시설,"문화,예술 > 문화시설 > 문화원",126.8460527611692,37.49535750912037,서울 구로구 경인로20가길 38,http://place.map.kakao.com/1090968012
오류문화센터 오류아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.846035799022,37.4953573969149,서울 구로구 경인로20가길 38,http://place.map.kakao.com/897176381
KBS스포츠월드 워터플레이,관광명소,"여행 > 관광,명소 > 테마파크 > 워터테마파크",126.848693914857,37.5566362198515,서울 강서구 공항대로 376,http://place.map.kakao.com/1068712068
KBS아레나,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.84796255512904,37.55675871689889,서울 강서구 공항대로 376,http://place.map.kakao.com/27305412
스카이아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.84939856075307,37.5579769026158,서울 강서구 화곡로63길 65,http://place.map.kakao.com/1446437489
한국건강관리협회 기생충박물관,문화시설,"문화,예술 > 문화시설 > 박물관",126.850741618549,37.5536150805963,서울 강서구 화곡로 333,http://place.map.kakao.com/18619443
허준박물관,문화시설,"문화,예술 > 문화시설 > 박물관",126.850998403189,37.5678799742891,서울 강서구 허준로 87,http://place.map.kakao.com/8144917
CGV 등촌,문화시설,"문화,예술 > 영화,영상 > 영화관 > CGV",126.85599360789234,37.55786349608616,서울 강서구 공항대로45길 63,http://place.map.kakao.com/1509815784
제니스아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.862941812203,37.5002113053612,서울 구로구 중앙로3길 12,http://place.map.kakao.com/45765227
양천문화회관,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.863221859318,37.516555845645,서울 양천구 목동서로 367,http://place.map.kakao.com/11108826
양천문화회관 대극장,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.863262711975,37.5164838127114,서울 양천구 목동서로 367,http://place.map.kakao.com/27319305
형우도기,관광명소,"여행 > 관광,명소 > 도자기,도예촌",126.863848877276,37.5474753055379,서울 양천구 목동중앙북로8나길 29,http://place.map.kakao.com/20520388
구구갤러리 목동본점,문화시설,"문화,예술 > 문화시설 > 미술관",126.866666266424,37.5336788154134,서울 양천구 목동중앙서로9길 30,http://place.map.kakao.com/1872157338
에스제이세라믹스,관광명소,"여행 > 관광,명소 > 도자기,도예촌",126.865506336494,37.5420027372845,서울 양천구 목동중앙남로14가길 34,http://place.map.kakao.com/705187787
양천문화원,문화시설,"문화,예술 > 문화시설 > 문화원",126.8701996777558,37.51080270400357,서울 양천구 목동남로 106,http://place.map.kakao.com/9907535
로운아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.87074619294,37.527073608816,서울 양천구 목동서로 225,http://place.map.kakao.com/608658254
한생연생명과학박물관,문화시설,"문화,예술 > 문화시설 > 과학관",126.872023169586,37.5239178897046,서울 양천구 목동동로 206-1,http://place.map.kakao.com/10744685
메가박스 더부티크 목동현대백화점,문화시설,"문화,예술 > 영화,영상 > 영화관 > 메가박스",126.87560987143218,37.52695179034791,서울 양천구 목동동로 257,http://place.map.kakao.com/1898363263
메가박스 목동,문화시설,"문화,예술 > 영화,영상 > 영화관 > 메가박스",126.876069465384,37.5288308612468,서울 양천구 목동동로 309,http://place.map.kakao.com/21551839
시립목동청소년센터 문화의집,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.87542359208,37.5308015719409,서울 양천구 목동서로 143,http://place.map.kakao.com/7869354
오아시스 아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.873984473216,37.5536764122537,서울 강서구 양천로73길 80,http://place.map.kakao.com/1504116688
노랑그릇도예공방,관광명소,"여행 > 관광,명소 > 도자기,도예촌",126.878039904776,37.5359868575714,서울 양천구 목동서로 77,http://place.map.kakao.com/26584457
시네마9,문화시설,"문화,예술 > 영화,영상 > 영화관",126.88039326444984,37.48142534625769,서울 금천구 가산디지털1로 181,http://place.map.kakao.com/1406649405
서울시립 난지미술창작스튜디오,문화시설,"문화,예술 > 문화시설 > 미술관",126.878923224215,37.5690723972468,서울 마포구 하늘공원로 108-1,http://place.map.kakao.com/11980980
CGV 구로,문화시설,"문화,예술 > 영화,영상 > 영화관 > CGV",126.882208106149,37.501457454683,서울 구로구 구로중앙로 152,http://place.map.kakao.com/7999536
구로공단 노동자생활체험관,문화시설,"문화,예술 > 문화시설 > 전시관",126.8836303058,37.4828260427702,서울 금천구 벚꽃로44길 17,http://place.map.kakao.com/25759840
서울특별시교육청융합과학교육원 남부분원,문화시설,"문화,예술 > 문화시설 > 과학관",126.885943087687,37.4965416281648,서울 구로구 구로중앙로27나길 21,http://place.map.kakao.com/21051382
예술나무씨어터,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.884132790487,37.5000826217182,서울 구로구 구로중앙로 134,http://place.map.kakao.com/19551745
효명아트홀,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.887663373524,37.4684173998477,서울 금천구 가산디지털1로 24,http://place.map.kakao.com/1028410069
구로꿈나무극장,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.886414977948,37.4896043310609,서울 구로구 구로동로26길 54,http://place.map.kakao.com/1464800764
구캔갤러리,문화시설,"문화,예술 > 문화시설 > 전시관",126.886987229389,37.5090494853742,서울 구로구 경인로 661,http://place.map.kakao.com/1315584631
아트센터 예술의 시간,문화시설,"문화,예술 > 문화시설 > 미술관",126.89009170305684,37.46751687079913,서울 금천구 범안로9길 23,http://place.map.kakao.com/680043846
롯데시네마 가산디지털,문화시설,"문화,예술 > 영화,영상 > 영화관 > 롯데시네마",126.889145868138,37.478019960086,서울 금천구 디지털로10길 9,http://place.map.kakao.com/19339548
구로아트밸리 예술극장,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.888837855958,37.4966705283723,서울 구로구 가마산로25길 9-24,http://place.map.kakao.com/8191841
구로구민회관 대강당,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",126.889674007092,37.4971290233331,서울 구로구 가마산로25길 21,http://place.map.kakao.com/8189116
씨네Q 신도림,문화시설,"문화,예술 > 영화,영상 > 영화관",126.89003874131905,37.507516152916054,서울 구로구 새말로 97,http://place.map.kakao.com/626866180
롯데시네마 신도림,문화시설,"문화,예술 > 영화,영상 > 영화관 > 롯데시네마",126.888937271598,37.5089531254915,서울 구로구 경인로 662,http://place.map.kakao.com/21581716
